amount,transaction_type,payment_method,account_age,failed_transactions,is_fraud
42091.57,Online Purchase,UPI,1965,7,0
88452.36,Bill Payment,Net Banking,724,4,0
5118.92,Online Purchase,Debit Card,343,5,1
117977.9,Cash Withdrawal,Credit Card,1833,5,1
91368.32,Money Transfer,Debit Card,1271,9,1
139492.49,Cash Withdrawal,UPI,412,9,1
144793.29,Bill Payment,Debit Card,742,5,1
85931.06,Online Purchase,Credit Card,559,6,1
39427.39,Money Transfer,Debit Card,1815,7,0
71073.91,Bill Payment,UPI,678,6,0
35294.73,Bill Payment,UPI,1082,3,0
38484.59,Money Transfer,Credit Card,988,8,0
17666.65,Bill Payment,UPI,1955,6,0
116823.65,Bill Payment,Credit Card,864,9,1
133947.83,Bill Payment,Debit Card,644,3,0
2187.31,Money Transfer,Net Banking,993,1,0
134594.51,Bill Payment,Debit Card,903,2,1
37742.19,Money Transfer,Credit Card,838,9,1
111350.44,Cash Withdrawal,UPI,1791,2,0
73675.66,Money Transfer,UPI,78,0,0
38928.37,Bill Payment,UPI,2144,0,0
45792.48,Money Transfer,UPI,171,7,0
81203.98,Cash Withdrawal,Debit Card,1497,5,0
112299.83,Money Transfer,Net Banking,96,6,0
23668.29,Bill Payment,Net Banking,892,6,1
9167.06,Bill Payment,Debit Card,557,6,1
30508.82,Online Purchase,Net Banking,1885,5,0
9621.08,Bill Payment,Debit Card,556,10,0
112115.03,Money Transfer,UPI,391,4,0
66629.87,Bill Payment,Net Banking,2232,8,0
63272.3,Cash Withdrawal,Credit Card,969,7,0
88218.83,Cash Withdrawal,Credit Card,2151,0,0
103575.2,Bill Payment,Debit Card,2073,2,0
87540.32,Online Purchase,Debit Card,615,10,0
33528.28,Cash Withdrawal,UPI,1856,5,0
113944.06,Cash Withdrawal,Net Banking,1106,4,1
23864.01,Bill Payment,Net Banking,634,2,0
81293.67,Money Transfer,UPI,1671,4,0
120017.31,Money Transfer,Net Banking,500,3,0
67190.45,Cash Withdrawal,Credit Card,1772,9,1
97863.54,Bill Payment,UPI,305,0,0
98737.69,Money Transfer,Debit Card,578,1,0
146156.18,Cash Withdrawal,Credit Card,1254,2,0
56051.24,Cash Withdrawal,Credit Card,235,3,0
28678.57,Online Purchase,UPI,1543,9,1
143024.31,Cash Withdrawal,Debit Card,1295,10,1
87232.45,Bill Payment,Credit Card,575,3,0
82112.75,Online Purchase,Net Banking,128,8,1
132670.93,Online Purchase,Net Banking,408,4,1
26245.53,Money Transfer,Net Banking,106,3,0
62158.0,Online Purchase,UPI,2288,10,1
39234.54,Bill Payment,Debit Card,1999,2,0
126077.93,Money Transfer,Net Banking,2025,7,0
31940.84,Money Transfer,Credit Card,2406,1,0
75694.93,Bill Payment,Debit Card,2100,4,0
7093.91,Cash Withdrawal,Net Banking,1350,6,0
118086.76,Money Transfer,Credit Card,2275,1,1
144118.44,Online Purchase,Net Banking,1144,7,1
13815.26,Money Transfer,Credit Card,504,2,0
53585.08,Cash Withdrawal,UPI,1588,0,1
19758.67,Money Transfer,Credit Card,545,1,0
17087.67,Online Purchase,UPI,728,3,0
74140.11,Bill Payment,Credit Card,326,8,1
121805.29,Online Purchase,Net Banking,896,0,0
17540.65,Bill Payment,Debit Card,1858,2,0
13505.68,Online Purchase,Credit Card,2355,5,1
140134.5,Online Purchase,Credit Card,1883,9,1
27212.76,Bill Payment,Credit Card,924,6,0
25567.57,Money Transfer,Credit Card,308,3,0
143252.98,Money Transfer,Credit Card,2318,10,1
133159.74,Online Purchase,UPI,21,1,0
113359.54,Cash Withdrawal,Net Banking,338,3,0
5474.62,Cash Withdrawal,Net Banking,586,7,1
94952.02,Bill Payment,UPI,199,9,0
1179.38,Money Transfer,UPI,937,3,0
54426.73,Online Purchase,Net Banking,768,6,1
146122.66,Online Purchase,UPI,2361,4,1
18015.62,Money Transfer,Credit Card,1488,10,1
109410.47,Bill Payment,Credit Card,848,3,0
4494.8,Cash Withdrawal,Net Banking,832,0,0
140140.72,Money Transfer,UPI,1,7,1
95695.02,Money Transfer,UPI,2323,10,0
62289.49,Money Transfer,Debit Card,2308,0,1
57645.3,Bill Payment,Net Banking,1139,3,1
15266.76,Bill Payment,Credit Card,48,0,0
44836.82,Cash Withdrawal,Debit Card,1545,7,0
13969.17,Bill Payment,Net Banking,2128,3,0
40271.7,Bill Payment,Credit Card,73,3,0
115303.86,Bill Payment,UPI,2093,10,1
142594.51,Cash Withdrawal,UPI,661,0,1
15922.07,Online Purchase,Debit Card,875,2,1
56357.81,Bill Payment,Credit Card,2458,8,1
90639.47,Cash Withdrawal,Credit Card,2433,1,0
114868.98,Online Purchase,Net Banking,1408,1,0
111472.32,Money Transfer,Net Banking,1891,7,1
120381.78,Bill Payment,Net Banking,386,6,0
99315.3,Bill Payment,Debit Card,2475,10,1
63803.9,Cash Withdrawal,Debit Card,42,2,0
38638.0,Cash Withdrawal,Credit Card,123,3,0
101076.55,Money Transfer,UPI,1999,6,0
13349.26,Bill Payment,Debit Card,1922,1,0
87348.3,Cash Withdrawal,UPI,1381,3,1
44559.31,Bill Payment,UPI,63,8,0
7556.1,Online Purchase,Net Banking,2387,5,0
29450.33,Bill Payment,Net Banking,1042,2,0
103220.33,Bill Payment,Debit Card,1691,10,1
143094.84,Online Purchase,Debit Card,1070,5,1
78275.36,Bill Payment,Net Banking,1218,7,1
125422.25,Cash Withdrawal,Credit Card,1801,4,1
8981.36,Cash Withdrawal,Credit Card,686,2,0
50410.36,Money Transfer,Credit Card,771,4,0
67571.0,Money Transfer,Debit Card,2237,0,0
52029.56,Online Purchase,Net Banking,1516,4,0
14522.57,Money Transfer,Net Banking,149,5,0
40297.49,Money Transfer,Credit Card,1826,3,0
31771.89,Cash Withdrawal,Credit Card,108,8,1
87797.9,Bill Payment,Net Banking,447,2,0
117238.03,Cash Withdrawal,UPI,1583,4,0
125524.04,Cash Withdrawal,Net Banking,1064,7,1
53404.84,Money Transfer,UPI,196,8,1
53013.43,Online Purchase,UPI,1016,9,0
23370.89,Cash Withdrawal,Credit Card,2377,9,0
77244.76,Online Purchase,Credit Card,591,8,1
50308.53,Online Purchase,UPI,977,8,0
23053.94,Bill Payment,Debit Card,46,3,0
138832.33,Cash Withdrawal,UPI,2312,1,0
144681.88,Online Purchase,UPI,761,8,0
121417.28,Online Purchase,UPI,798,0,0
73399.04,Online Purchase,Debit Card,218,3,0
79141.39,Online Purchase,Credit Card,1765,10,1
118782.98,Money Transfer,Credit Card,2383,10,1
2704.94,Online Purchase,Net Banking,416,9,0
90321.33,Cash Withdrawal,UPI,1256,5,0
41674.24,Cash Withdrawal,Credit Card,1268,3,0
119792.37,Cash Withdrawal,Debit Card,2263,10,1
17555.3,Bill Payment,UPI,1693,7,0
47238.12,Cash Withdrawal,Debit Card,2307,6,1
61399.69,Money Transfer,Net Banking,895,2,0
142170.74,Cash Withdrawal,Credit Card,781,10,0
92408.36,Online Purchase,UPI,1676,6,0
102517.24,Online Purchase,UPI,258,10,1
28759.87,Cash Withdrawal,Net Banking,2124,10,0
22631.94,Cash Withdrawal,Net Banking,2242,1,0
112305.76,Online Purchase,UPI,356,9,1
118886.73,Money Transfer,UPI,763,3,1
36123.22,Bill Payment,Debit Card,1895,3,0
10200.64,Online Purchase,UPI,790,4,1
51734.29,Cash Withdrawal,Credit Card,1792,8,1
18737.85,Online Purchase,UPI,1890,6,0
25669.25,Cash Withdrawal,Debit Card,1046,7,0
132885.33,Money Transfer,UPI,1279,1,1
144629.23,Bill Payment,Net Banking,1251,7,0
148474.09,Online Purchase,Credit Card,1624,8,1
88908.77,Cash Withdrawal,Net Banking,948,7,0
2923.19,Bill Payment,Debit Card,2248,3,0
44802.16,Bill Payment,Net Banking,2078,1,0
135305.83,Online Purchase,Credit Card,1084,1,0
93161.06,Money Transfer,UPI,1165,6,0
27769.03,Money Transfer,Net Banking,269,7,1
103902.99,Online Purchase,Net Banking,892,6,0
11821.05,Money Transfer,Credit Card,2115,1,0
136643.74,Money Transfer,Debit Card,2131,0,1
1112.61,Money Transfer,Credit Card,2149,3,0
16880.53,Online Purchase,Net Banking,1173,7,0
87136.58,Cash Withdrawal,Debit Card,2298,6,0
14454.36,Money Transfer,Net Banking,539,2,0
121493.67,Online Purchase,Credit Card,1491,5,0
98908.42,Money Transfer,UPI,2064,8,1
139885.33,Online Purchase,Debit Card,1629,7,1
7797.83,Money Transfer,Debit Card,2063,4,1
108923.28,Cash Withdrawal,Net Banking,55,2,0
46534.69,Online Purchase,Net Banking,655,6,0
102887.84,Online Purchase,Credit Card,1387,0,1
13302.62,Cash Withdrawal,Credit Card,712,8,0
36577.7,Money Transfer,UPI,2324,3,0
149331.49,Money Transfer,Debit Card,1836,10,0
14551.23,Cash Withdrawal,UPI,1024,9,1
124147.52,Cash Withdrawal,Debit Card,996,2,1
25192.25,Bill Payment,Net Banking,407,10,1
64829.08,Money Transfer,Debit Card,213,6,1
4500.85,Bill Payment,Net Banking,2013,0,0
41614.88,Online Purchase,Debit Card,2300,0,0
65684.74,Money Transfer,Credit Card,2302,3,0
19311.24,Cash Withdrawal,UPI,2064,5,0
32188.62,Cash Withdrawal,Net Banking,288,7,0
120467.35,Money Transfer,Net Banking,1881,6,1
62460.63,Money Transfer,UPI,272,3,0
85394.76,Online Purchase,Net Banking,1474,7,1
104735.9,Bill Payment,Debit Card,1701,6,0
36628.14,Money Transfer,Net Banking,1522,6,0
135938.39,Bill Payment,UPI,907,5,1
72300.82,Cash Withdrawal,UPI,2306,2,0
41558.58,Bill Payment,Debit Card,1696,1,0
102203.01,Money Transfer,Net Banking,1195,4,1
84879.09,Money Transfer,Debit Card,1546,0,1
40374.12,Bill Payment,Credit Card,748,5,0
58551.69,Online Purchase,Debit Card,494,7,0
26041.42,Bill Payment,Credit Card,1631,1,0
144383.89,Cash Withdrawal,Net Banking,854,2,0
482.84,Online Purchase,UPI,877,7,0
93807.91,Cash Withdrawal,Credit Card,2100,6,1
128801.65,Online Purchase,Net Banking,417,9,0
69431.44,Online Purchase,Net Banking,2058,3,0
31073.06,Online Purchase,Debit Card,524,9,1
25053.55,Cash Withdrawal,UPI,2409,4,1
135276.68,Online Purchase,Net Banking,1530,7,1
47969.54,Bill Payment,Net Banking,870,10,1
10779.15,Online Purchase,Net Banking,14,5,1
130730.14,Bill Payment,UPI,1962,3,0
93870.26,Bill Payment,Credit Card,209,9,1
116843.82,Cash Withdrawal,Net Banking,477,6,0
120632.22,Online Purchase,UPI,794,1,0
60940.66,Money Transfer,UPI,1196,5,1
69507.09,Online Purchase,Credit Card,1202,3,1
103601.99,Cash Withdrawal,Net Banking,1345,7,1
118833.78,Bill Payment,Net Banking,69,6,1
40321.44,Money Transfer,Net Banking,88,5,1
130673.86,Money Transfer,UPI,2491,9,0
88299.0,Cash Withdrawal,Credit Card,2240,10,1
69991.29,Bill Payment,Credit Card,1182,1,0
3045.69,Cash Withdrawal,Debit Card,1253,8,0
50113.28,Money Transfer,Net Banking,496,9,0
130000.17,Online Purchase,Debit Card,648,10,1
91138.39,Online Purchase,UPI,1206,3,0
10616.28,Money Transfer,Credit Card,809,4,0
106975.5,Bill Payment,Net Banking,2485,9,1
137962.34,Cash Withdrawal,Debit Card,1404,6,1
127806.59,Cash Withdrawal,Debit Card,1023,0,1
31540.08,Cash Withdrawal,UPI,1830,8,0
66364.86,Online Purchase,UPI,448,0,0
35497.88,Cash Withdrawal,Net Banking,1980,6,0
90970.27,Money Transfer,Debit Card,544,4,0
57516.27,Money Transfer,Net Banking,326,9,1
47109.8,Cash Withdrawal,Credit Card,542,0,0
45930.25,Bill Payment,Credit Card,669,8,0
132521.86,Bill Payment,UPI,834,8,0
79295.46,Cash Withdrawal,Net Banking,1654,9,1
18250.23,Cash Withdrawal,Net Banking,1995,4,0
78183.87,Cash Withdrawal,Credit Card,2128,7,0
34868.58,Online Purchase,UPI,501,8,0
48600.46,Online Purchase,UPI,2499,0,0
118514.05,Bill Payment,Net Banking,1143,2,0
67964.43,Bill Payment,UPI,1117,5,0
72115.38,Cash Withdrawal,Credit Card,250,9,1
69064.03,Money Transfer,Net Banking,1136,0,0
147023.39,Money Transfer,Credit Card,1035,6,0
35961.14,Money Transfer,Credit Card,936,5,0
142451.14,Online Purchase,Credit Card,2294,10,1
80287.6,Cash Withdrawal,Net Banking,2,7,1
16036.16,Money Transfer,Debit Card,1321,6,0
67832.33,Cash Withdrawal,UPI,1616,3,1
147365.29,Cash Withdrawal,Credit Card,2125,6,1
61017.25,Cash Withdrawal,Net Banking,287,6,0
119350.07,Cash Withdrawal,Debit Card,2188,1,1
140774.13,Money Transfer,Net Banking,532,4,1
92284.33,Cash Withdrawal,UPI,112,9,1
59536.39,Bill Payment,Net Banking,1854,0,0
33827.19,Bill Payment,UPI,1018,4,0
97510.93,Bill Payment,Credit Card,541,1,0
57105.56,Online Purchase,Credit Card,313,2,0
92399.86,Bill Payment,Debit Card,2182,0,0
118499.5,Money Transfer,Credit Card,1456,3,0
48269.72,Bill Payment,UPI,1636,8,0
62873.04,Online Purchase,Credit Card,327,9,1
32849.91,Online Purchase,UPI,545,4,1
40930.34,Online Purchase,UPI,1869,5,0
40106.96,Money Transfer,Net Banking,1734,8,1
126856.34,Money Transfer,Net Banking,1840,9,1
29682.44,Money Transfer,Debit Card,980,5,0
126230.64,Bill Payment,Debit Card,82,1,0
38549.0,Bill Payment,Net Banking,1613,6,1
130334.25,Money Transfer,UPI,218,6,1
2182.08,Online Purchase,UPI,259,10,0
131737.13,Cash Withdrawal,Debit Card,740,10,1
123975.0,Money Transfer,UPI,1754,5,1
134633.93,Bill Payment,Net Banking,261,2,0
120051.26,Money Transfer,UPI,1685,7,1
65395.42,Bill Payment,Credit Card,312,9,0
113075.75,Money Transfer,Credit Card,1230,10,1
50158.54,Money Transfer,UPI,1074,2,0
107290.78,Cash Withdrawal,Debit Card,2183,10,0
120934.93,Online Purchase,Net Banking,2094,1,0
37284.14,Bill Payment,Net Banking,1365,1,0
114728.23,Online Purchase,Net Banking,1120,9,1
130429.54,Bill Payment,Credit Card,1534,8,0
20869.55,Bill Payment,Credit Card,1417,10,0
115349.48,Cash Withdrawal,UPI,320,2,1
92561.64,Cash Withdrawal,Credit Card,393,9,0
108330.64,Cash Withdrawal,Debit Card,1801,2,1
118621.98,Money Transfer,Credit Card,1293,8,1
46475.43,Bill Payment,UPI,524,8,1
48130.52,Online Purchase,Credit Card,2394,2,0
109728.5,Money Transfer,Credit Card,2356,5,0
7269.9,Cash Withdrawal,Net Banking,996,0,0
51406.26,Money Transfer,Credit Card,156,3,0
95139.41,Money Transfer,Debit Card,652,6,1
134051.6,Bill Payment,UPI,1419,6,0
133228.13,Bill Payment,Net Banking,1522,6,0
110011.97,Cash Withdrawal,Debit Card,940,9,1
87109.66,Bill Payment,Debit Card,294,0,0
52730.42,Bill Payment,Net Banking,2241,7,0
28102.34,Online Purchase,UPI,1976,2,0
124571.91,Money Transfer,Net Banking,2124,3,1
128105.47,Cash Withdrawal,UPI,2411,10,1
60691.42,Online Purchase,Net Banking,1198,5,0
23689.03,Bill Payment,Net Banking,1916,0,0
136838.87,Cash Withdrawal,Credit Card,2189,10,1
53566.48,Cash Withdrawal,UPI,219,9,1
4876.46,Money Transfer,Credit Card,1990,5,0
99485.34,Money Transfer,Credit Card,1033,6,0
87854.49,Online Purchase,Net Banking,1178,3,0
94954.84,Bill Payment,UPI,1967,7,1
25245.25,Money Transfer,UPI,1047,4,1
71701.99,Online Purchase,Net Banking,331,8,0
112375.1,Online Purchase,Credit Card,277,2,1
29459.17,Cash Withdrawal,Net Banking,737,9,0
97378.89,Cash Withdrawal,UPI,514,6,1
95829.38,Cash Withdrawal,Net Banking,1722,4,0
148652.58,Cash Withdrawal,Debit Card,1420,2,0
63102.97,Money Transfer,Credit Card,2228,3,1
102735.38,Money Transfer,Credit Card,22,1,1
12100.08,Money Transfer,Debit Card,372,5,1
85354.17,Online Purchase,Credit Card,2017,4,1
110777.99,Cash Withdrawal,UPI,864,0,0
3727.72,Bill Payment,Debit Card,2279,10,1
59733.47,Money Transfer,Debit Card,536,4,1
110948.81,Bill Payment,Net Banking,474,0,1
118630.1,Online Purchase,Net Banking,1861,10,1
136192.29,Money Transfer,Credit Card,1048,1,1
5999.31,Cash Withdrawal,Debit Card,2491,0,0
38656.37,Online Purchase,Credit Card,390,7,1
51792.3,Cash Withdrawal,UPI,1905,10,0
64341.41,Bill Payment,UPI,1862,5,0
3291.11,Money Transfer,Debit Card,1633,10,0
109261.71,Bill Payment,Net Banking,2471,1,0
3207.33,Money Transfer,Net Banking,2168,4,0
127980.46,Bill Payment,Debit Card,890,0,0
43422.96,Money Transfer,Debit Card,1084,3,1
91819.25,Money Transfer,Credit Card,1897,0,1
23171.83,Cash Withdrawal,UPI,1383,4,0
30427.85,Cash Withdrawal,UPI,367,6,1
21011.31,Online Purchase,Credit Card,1930,2,0
95234.86,Online Purchase,Debit Card,1430,8,1
71257.54,Money Transfer,Net Banking,923,10,1
4475.03,Online Purchase,UPI,2267,10,0
2050.45,Cash Withdrawal,Credit Card,440,2,0
75367.42,Bill Payment,UPI,949,0,0
47852.06,Cash Withdrawal,Net Banking,520,1,0
66838.8,Cash Withdrawal,Credit Card,4,9,1
14303.39,Cash Withdrawal,Net Banking,1757,3,0
19391.45,Bill Payment,Debit Card,1714,7,1
98052.68,Online Purchase,Credit Card,52,7,0
140405.65,Cash Withdrawal,Net Banking,1123,6,0
124737.05,Online Purchase,UPI,1937,3,1
91070.83,Bill Payment,Net Banking,2250,9,1
95405.91,Bill Payment,Debit Card,1405,2,0
66694.26,Cash Withdrawal,Net Banking,1976,3,0
85923.95,Online Purchase,Net Banking,1581,0,1
24246.75,Money Transfer,Net Banking,124,1,0
108702.19,Bill Payment,Credit Card,1802,10,1
52736.93,Online Purchase,Net Banking,912,2,1
97609.96,Cash Withdrawal,Net Banking,619,5,0
62842.73,Online Purchase,UPI,2493,5,0
94378.53,Money Transfer,Debit Card,2069,4,1
18943.16,Online Purchase,Net Banking,759,8,0
76377.41,Bill Payment,Net Banking,1629,0,0
118756.43,Money Transfer,Credit Card,2359,8,1
141252.83,Money Transfer,UPI,820,4,0
30804.42,Money Transfer,UPI,1783,8,1
149437.61,Cash Withdrawal,Net Banking,1020,4,1
44289.53,Bill Payment,Credit Card,1739,7,0
14241.31,Cash Withdrawal,UPI,989,0,0
42978.83,Bill Payment,Debit Card,2469,10,1
58686.82,Money Transfer,UPI,2141,7,1
107913.04,Money Transfer,UPI,427,6,1
84066.6,Online Purchase,UPI,1428,4,0
23239.32,Money Transfer,Net Banking,1953,3,0
129246.53,Money Transfer,UPI,2135,1,1
115305.3,Cash Withdrawal,Net Banking,1649,3,1
38490.2,Online Purchase,Net Banking,1034,4,0
70194.95,Bill Payment,Debit Card,529,4,1
91667.42,Bill Payment,Credit Card,1689,9,1
71551.96,Online Purchase,Net Banking,428,3,0
98591.85,Bill Payment,UPI,1068,10,1
106782.71,Bill Payment,Credit Card,95,5,0
65999.2,Bill Payment,Credit Card,1986,6,1
80248.76,Bill Payment,Credit Card,926,8,0
17929.6,Cash Withdrawal,Net Banking,191,7,0
35307.47,Bill Payment,UPI,2215,2,0
131066.14,Money Transfer,UPI,1485,2,1
143025.58,Online Purchase,Net Banking,64,10,1
54751.91,Money Transfer,UPI,442,7,1
124475.38,Bill Payment,Net Banking,437,4,1
96744.98,Online Purchase,Credit Card,409,4,0
69425.16,Money Transfer,Credit Card,694,9,1
97876.0,Bill Payment,UPI,1154,8,0
106533.64,Online Purchase,Debit Card,1879,7,1
133007.75,Cash Withdrawal,Credit Card,1318,6,1
149340.12,Money Transfer,Credit Card,2420,1,0
42339.43,Cash Withdrawal,UPI,58,8,1
28925.64,Money Transfer,Debit Card,2320,10,1
60413.18,Online Purchase,Net Banking,1335,8,0
5037.19,Money Transfer,Net Banking,1724,4,0
123231.93,Bill Payment,Net Banking,531,8,1
25373.18,Cash Withdrawal,UPI,1720,2,0
6657.84,Online Purchase,Credit Card,1496,9,0
100402.2,Online Purchase,Credit Card,29,3,1
49893.75,Money Transfer,Net Banking,2204,2,0
59654.24,Cash Withdrawal,Debit Card,634,0,0
149784.74,Online Purchase,Net Banking,289,0,0
81404.76,Cash Withdrawal,Debit Card,682,3,0
88588.59,Cash Withdrawal,Net Banking,686,1,0
10457.25,Online Purchase,Credit Card,1825,0,0
101876.83,Money Transfer,Net Banking,550,9,1
124789.92,Bill Payment,Debit Card,2289,6,1
80736.86,Money Transfer,UPI,2392,2,0
58627.38,Cash Withdrawal,UPI,1327,5,0
8047.16,Money Transfer,Debit Card,983,5,0
78718.57,Bill Payment,Net Banking,609,8,0
39455.43,Money Transfer,Credit Card,1781,1,0
4108.99,Bill Payment,Net Banking,1498,3,1
95473.17,Cash Withdrawal,Credit Card,1114,9,1
113723.78,Bill Payment,Credit Card,1756,7,1
94119.87,Money Transfer,Credit Card,767,7,0
137474.36,Online Purchase,UPI,1345,4,0
12223.49,Online Purchase,Credit Card,1939,10,1
42006.45,Bill Payment,Net Banking,1108,9,1
126265.94,Money Transfer,Net Banking,754,8,0
77562.35,Cash Withdrawal,UPI,2213,0,0
74038.11,Money Transfer,Credit Card,229,8,1
3473.36,Cash Withdrawal,Credit Card,330,9,0
42855.17,Money Transfer,UPI,1829,5,0
98673.61,Money Transfer,UPI,1409,5,0
63308.06,Online Purchase,UPI,1739,9,0
315.28,Bill Payment,Credit Card,524,3,0
22936.56,Money Transfer,UPI,1170,7,0
799.85,Bill Payment,Credit Card,2344,0,0
97666.4,Money Transfer,UPI,1104,6,1
140818.97,Cash Withdrawal,Net Banking,653,4,1
72711.22,Cash Withdrawal,Net Banking,995,0,0
79760.72,Bill Payment,Net Banking,541,10,1
4539.34,Online Purchase,Credit Card,152,6,1
96177.52,Bill Payment,Credit Card,2069,0,0
133417.6,Money Transfer,Credit Card,631,2,1
47473.13,Cash Withdrawal,UPI,1871,3,0
116595.69,Cash Withdrawal,Debit Card,2054,7,1
143636.71,Bill Payment,UPI,1422,2,1
62101.85,Bill Payment,Net Banking,2215,5,1
143477.76,Cash Withdrawal,UPI,2052,7,1
98710.6,Bill Payment,Net Banking,457,3,1
8157.24,Bill Payment,UPI,1070,6,0
51151.73,Money Transfer,Debit Card,1171,7,0
52433.39,Bill Payment,UPI,1179,7,1
122757.12,Bill Payment,UPI,145,5,0
57906.97,Money Transfer,Net Banking,166,6,0
50296.01,Online Purchase,Credit Card,2141,1,0
97285.02,Money Transfer,Net Banking,1491,10,1
48921.28,Bill Payment,Debit Card,730,9,0
15568.55,Money Transfer,Debit Card,622,4,1
100193.21,Cash Withdrawal,Net Banking,357,1,0
129126.98,Cash Withdrawal,Net Banking,1888,4,0
29132.16,Online Purchase,UPI,2235,9,0
129923.65,Bill Payment,Debit Card,1797,1,0
33580.41,Cash Withdrawal,UPI,1927,4,0
30903.55,Bill Payment,Net Banking,1600,8,0
31913.96,Cash Withdrawal,Credit Card,1602,10,0
105121.59,Cash Withdrawal,Net Banking,1570,4,0
47526.86,Online Purchase,UPI,775,1,0
62197.51,Bill Payment,Debit Card,276,7,0
110434.69,Online Purchase,UPI,794,10,1
148924.95,Online Purchase,UPI,1305,7,1
21077.26,Bill Payment,UPI,1505,8,0
141371.47,Cash Withdrawal,UPI,1534,9,0
14201.38,Money Transfer,Net Banking,2113,1,0
74450.06,Money Transfer,Net Banking,859,1,0
104269.07,Money Transfer,UPI,2382,4,1
110512.91,Bill Payment,UPI,2388,2,1
121654.91,Online Purchase,Debit Card,1184,5,1
75041.33,Online Purchase,Net Banking,734,7,1
31228.43,Online Purchase,UPI,2446,2,0
61807.02,Money Transfer,Net Banking,225,2,1
69754.32,Online Purchase,Debit Card,2150,1,1
57112.84,Cash Withdrawal,Net Banking,952,4,1
31223.39,Cash Withdrawal,Credit Card,744,10,0
132997.5,Cash Withdrawal,Debit Card,1007,5,1
11168.1,Cash Withdrawal,Debit Card,2427,8,0
74348.43,Money Transfer,UPI,618,1,0
108336.38,Online Purchase,UPI,933,5,0
14388.37,Money Transfer,Debit Card,1562,8,1
39559.38,Bill Payment,UPI,695,6,1
132555.19,Money Transfer,Debit Card,1368,4,1
23149.39,Money Transfer,UPI,146,5,0
139927.27,Money Transfer,Credit Card,1662,1,0
149012.54,Online Purchase,Credit Card,1091,5,1
136919.82,Money Transfer,Net Banking,1491,10,1
40266.87,Cash Withdrawal,Credit Card,1533,6,0
135396.41,Money Transfer,Debit Card,1370,5,0
60336.58,Bill Payment,Credit Card,2154,2,0
132455.69,Cash Withdrawal,UPI,2171,6,1
6447.23,Bill Payment,UPI,2001,3,0
126152.45,Online Purchase,Net Banking,516,6,1
245.28,Bill Payment,Credit Card,1246,4,0
136362.58,Online Purchase,Credit Card,1864,5,1
61914.91,Cash Withdrawal,UPI,1324,8,0
91830.63,Online Purchase,Net Banking,1324,8,0
130140.75,Cash Withdrawal,Debit Card,671,3,1
27334.06,Bill Payment,Debit Card,75,0,0
103561.06,Online Purchase,Credit Card,1760,9,1
126885.94,Money Transfer,Net Banking,992,5,1
114289.95,Online Purchase,UPI,603,0,0
23182.54,Cash Withdrawal,Credit Card,548,2,0
83110.53,Online Purchase,UPI,9,2,0
139490.91,Bill Payment,Debit Card,597,4,0
23514.3,Bill Payment,Debit Card,92,2,0
19811.99,Online Purchase,Credit Card,112,1,0
67193.78,Money Transfer,Debit Card,1085,10,1
9299.65,Cash Withdrawal,Credit Card,956,5,1
24353.69,Bill Payment,Net Banking,478,10,0
149613.47,Money Transfer,UPI,2128,4,1
73280.04,Cash Withdrawal,UPI,230,8,0
134747.0,Cash Withdrawal,Net Banking,2376,5,1
10460.3,Bill Payment,Credit Card,2261,3,1
69793.91,Online Purchase,Net Banking,1008,3,0
19416.15,Money Transfer,Credit Card,1370,6,0
108632.65,Cash Withdrawal,Credit Card,2007,3,1
88196.23,Bill Payment,UPI,2451,10,1
70656.98,Cash Withdrawal,Net Banking,801,8,0
27427.49,Bill Payment,Debit Card,2059,2,0
64883.29,Money Transfer,Debit Card,763,2,0
128136.26,Money Transfer,Credit Card,807,8,0
48882.19,Money Transfer,Debit Card,1384,9,0
57778.81,Cash Withdrawal,Credit Card,2380,4,0
122747.9,Online Purchase,Credit Card,1139,4,1
46793.77,Money Transfer,Debit Card,2418,2,0
55515.18,Cash Withdrawal,Credit Card,2140,10,0
85138.23,Money Transfer,UPI,142,4,1
23524.59,Money Transfer,Debit Card,1881,4,1
138479.4,Bill Payment,Debit Card,849,8,1
96625.5,Bill Payment,Credit Card,2497,0,0
114390.43,Bill Payment,UPI,2300,7,1
51900.32,Money Transfer,UPI,1954,2,1
111184.55,Money Transfer,Credit Card,24,7,1
63263.48,Online Purchase,Net Banking,2470,4,0
44766.76,Cash Withdrawal,UPI,1911,10,0
25311.32,Online Purchase,UPI,2244,3,0
143125.52,Cash Withdrawal,UPI,170,8,1
57210.33,Money Transfer,Debit Card,1877,10,1
25989.6,Money Transfer,UPI,1083,10,1
16674.6,Online Purchase,UPI,1455,6,1
45561.89,Online Purchase,Debit Card,1732,10,0
63190.05,Online Purchase,UPI,203,5,0
45402.35,Online Purchase,Debit Card,821,6,0
25661.75,Bill Payment,UPI,814,2,1
48093.11,Money Transfer,Debit Card,1672,10,1
148282.85,Bill Payment,Credit Card,851,7,1
22488.64,Bill Payment,Debit Card,491,0,0
50338.88,Cash Withdrawal,Debit Card,124,9,0
110599.72,Money Transfer,Credit Card,764,2,0
24598.63,Cash Withdrawal,UPI,2403,7,0
82398.64,Online Purchase,Net Banking,1796,10,0
57262.25,Bill Payment,Debit Card,2074,6,0
130378.51,Online Purchase,Net Banking,123,7,1
110207.69,Online Purchase,Credit Card,448,2,1
